"id";"wearable_label_id";"x_value";"y_value";"z_value";"timest"
373;0;-1558.0;451.0;15663.0;"2019-08-13 15:03:29"
374;0;-1481.0;473.0;15639.0;"2019-08-13 15:03:29"
375;0;-1481.0;473.0;15639.0;"2019-08-13 15:03:29"
376;0;-1494.0;468.0;15644.0;"2019-08-13 15:03:29"
377;0;-1494.0;468.0;15644.0;"2019-08-13 15:03:29"
378;0;-1479.0;518.0;15739.0;"2019-08-13 15:03:29"
379;0;-1479.0;518.0;15739.0;"2019-08-13 15:03:29"
380;0;-1518.0;480.0;15695.0;"2019-08-13 15:03:29"
381;0;-1518.0;480.0;15695.0;"2019-08-13 15:03:29"
382;0;-1530.0;483.0;15559.0;"2019-08-13 15:03:29"
383;0;-1530.0;483.0;15559.0;"2019-08-13 15:03:29"
384;0;-1470.0;480.0;15677.0;"2019-08-13 15:03:29"
385;0;-1470.0;480.0;15677.0;"2019-08-13 15:03:29"
386;0;-1415.0;463.0;15762.0;"2019-08-13 15:03:29"
387;0;-1415.0;463.0;15762.0;"2019-08-13 15:03:29"
388;0;-1533.0;479.0;15724.0;"2019-08-13 15:03:29"
389;0;-1533.0;479.0;15724.0;"2019-08-13 15:03:29"
390;0;-1538.0;489.0;15688.0;"2019-08-13 15:03:29"
391;0;-1538.0;489.0;15688.0;"2019-08-13 15:03:29"
392;0;-1485.0;499.0;15647.0;"2019-08-13 15:03:29"
393;0;-1485.0;499.0;15647.0;"2019-08-13 15:03:29"
394;0;-1426.0;471.0;15627.0;"2019-08-13 15:03:29"
395;0;-1426.0;471.0;15627.0;"2019-08-13 15:03:29"
396;0;-1500.0;470.0;15765.0;"2019-08-13 15:03:29"
397;0;-1500.0;470.0;15765.0;"2019-08-13 15:03:29"
398;0;-1500.0;470.0;15664.0;"2019-08-13 15:03:29"
399;0;-1446.0;462.0;15664.0;"2019-08-13 15:03:29"
400;0;-1446.0;462.0;15664.0;"2019-08-13 15:03:29"
401;0;-1574.0;485.0;15769.0;"2019-08-13 15:03:29"
402;0;-1574.0;485.0;15769.0;"2019-08-13 15:03:29"
403;0;-1413.0;483.0;15635.0;"2019-08-13 15:03:29"
404;0;-1415.0;481.0;15763.0;"2019-08-13 15:03:29"
405;0;-1411.0;492.0;15641.0;"2019-08-13 15:03:29"
406;0;-1496.0;463.0;15675.0;"2019-08-13 15:03:29"
407;0;-1481.0;503.0;15611.0;"2019-08-13 15:03:29"
408;0;-1469.0;448.0;15697.0;"2019-08-13 15:03:29"
